Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
20200318,S08000015,NHS Ayrshire and Arran,4,20,,,,,,,0,,1,,0.271746515,,4,,,:,,:,4,0,4,20,0,0,0,0,68,68,0,,,,
20200319,S92000003,Scotland,50,364,,,,,,,3,,9,,0.164654226,,61,,44,,4,,61,0,50,364,0,0,0,0,946,946,0,,0,0,0
20200319,S08000030,NHS Tayside,4,31,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,31,0,0,0,0,93,93,0,,,,
20200319,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,11,11,0,,,,
20200319,S08000024,NHS Lothian,5,46,,,,,,,0,,2,,0.219180484,,7,,,:,,:,7,0,5,46,0,0,0,0,130,130,0,,,,
20200319,S08000032,NHS Lanarkshire,5,45,,,,,,,0,,1,,0.15106653,,7,,,:,,:,7,0,5,45,0,0,0,0,77,77,0,,,,
20200319,S08000022,NHS Highland,1,9,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,9,0,0,0,0,38,38,0,,,,
20200319,S08000031,NHS Greater Glasgow and Clyde,23,100,,,,,,,1,,3,,0.253113294,,26,,,:,,:,26,0,23,100,0,0,0,0,246,246,0,,,,
20200319,S08000020,NHS Grampian,0,20,,,,,,,1,,1,,0.170779609,,0,,,:,,:,,,0,20,0,0,,0,25,25,0,,,,
20200319,S08000019,NHS Forth Valley,2,29,,,,,,,1,,1,,0.32687216,,2,,,:,,:,2,0,2,29,0,0,0,0,57,57,0,,,,
20200319,S08000029,NHS Fife,1,15,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,15,0,0,0,0,41,41,0,,,,
20200319,S08000017,NHS Dumfries and Galloway,5,14,,,,,,,0,,0,,0,,8,,,:,,:,8,0,5,14,0,0,0,0,138,138,0,,,,
20200319,S08000016,NHS Borders,1,8,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,8,0,0,0,0,18,18,0,,,,
20200319,S08000015,NHS Ayrshire and Arran,3,23,,,,,,,0,,1,,0.271746515,,3,,,:,,:,3,0,3,23,0,0,0,0,68,68,0,,,,
20200320,S92000003,Scotland,84,448,,,,,,,5,,14,,0.256128796,,97,,72,,8,,97,0,84,448,0,0,0,0,946,946,0,,0,0,0
20200320,S08000030,NHS Tayside,10,41,,,,,,,0,,0,,0,,11,,,:,,:,11,0,10,41,0,0,0,0,103,103,0,,,,
20200320,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,4,4,0,,,,
20200320,S08000024,NHS Lothian,10,56,,,,,,,0,,2,,0.219180484,,13,,,:,,:,13,0,10,56,0,0,0,0,118,118,0,,,,
20200320,S08000032,NHS Lanarkshire,4,49,,,,,,,0,,1,,0.15106653,,5,,,:,,:,5,0,4,49,0,0,0,0,66,66,0,,,,
20200320,S08000022,NHS Highland,1,10,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,10,0,0,0,0,37,37,0,,,,
20200320,S08000031,NHS Greater Glasgow and Clyde,30,130,,,,,,,3,,6,,0.506226587,,32,,,:,,:,32,0,30,130,0,0,0,0,219,219,0,,,,
20200320,S08000020,NHS Grampian,3,23,,,,,,,0,,1,,0.170779609,,3,,,:,,:,3,0,3,23,0,0,0,0,35,35,0,,,,
20200320,S08000019,NHS Forth Valley,8,37,,,,,,,2,,3,,0.980616481,,11,,,:,,:,11,0,8,37,0,0,0,0,83,83,0,,,,
20200320,S08000029,NHS Fife,7,22,,,,,,,0,,0,,0,,7,,,:,,:,7,0,7,22,0,0,0,0,54,54,0,,,,
20200320,S08000017,NHS Dumfries and Galloway,5,19,,,,,,,0,,0,,0,,8,,,:,,:,8,0,5,19,0,0,0,0,148,148,0,,,,
20200320,S08000016,NHS Borders,2,10,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,10,0,0,0,0,19,19,0,,,,
20200320,S08000015,NHS Ayrshire and Arran,4,27,,,,,,,0,,1,,0.271746515,,4,,,:,,:,4,0,4,27,0,0,0,0,57,57,0,,,,
20200321,S92000003,Scotland,67,515,,,,,,,6,,20,,0.36589828,,81,,64,,6,,81,0,67,515,0,0,0,0,704,704,0,,0,0,0
20200321,S08000030,NHS Tayside,5,46,,,,,,,0,,0,,0,,5,,,:,,:,5,0,5,46,0,0,0,0,29,29,0,,,,
20200321,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,1,1,0,,,,
20200321,S08000024,NHS Lothian,15,71,,,,,,,3,,5,,0.54795121,,16,,,:,,:,16,0,15,71,0,0,0,0,95,95,0,,,,
20200321,S08000032,NHS Lanarkshire,7,56,,,,,,,1,,2,,0.302133059,,13,,,:,,:,13,0,7,56,0,0,0,0,75,75,0,,,,
20200321,S08000022,NHS Highland,3,13,,,,,,,0,,0,,0,,3,,,:,,:,3,0,3,13,0,0,0,0,40,40,0,,,,
20200321,S08000031,NHS Greater Glasgow and Clyde,24,154,,,,,,,1,,7,,0.590597685,,30,,,:,,:,30,0,24,154,0,0,0,0,187,187,0,,,,
20200321,S08000020,NHS Grampian,0,23,,,,,,,0,,1,,0.170779609,,0,,,:,,:,,,0,23,0,0,,0,22,22,0,,,,
20200321,S08000019,NHS Forth Valley,4,41,,,,,,,0,,3,,0.980616481,,4,,,:,,:,4,0,4,41,0,0,0,0,57,57,0,,,,
20200321,S08000029,NHS Fife,2,24,,,,,,,1,,1,,0.267286772,,3,,,:,,:,3,0,2,24,0,0,0,0,32,32,0,,,,
20200321,S08000017,NHS Dumfries and Galloway,2,21,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,21,0,0,0,0,83,83,0,,,,
20200321,S08000016,NHS Borders,0,10,,,,,,,0,,0,,0,,0,,,:,,:,,,0,10,0,0,,0,20,20,0,,,,
20200321,S08000015,NHS Ayrshire and Arran,5,32,,,,,,,0,,1,,0.271746515,,5,,,:,,:,5,0,5,32,0,0,0,0,62,62,0,,,,
20200322,S92000003,Scotland,74,589,,,,,,,5,,25,,0.45737285,,90,,53,,8,,90,0,74,589,0,0,0,0,682,682,0,,0,0,0
20200322,S08000030,NHS Tayside,4,50,,,,,,,1,,1,,0.240067219,,4,,,:,,:,4,0,4,50,0,0,0,0,43,43,0,,,,
20200322,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,1,1,0,,,,
20200322,S08000024,NHS Lothian,13,84,,,,,,,1,,6,,0.657541453,,15,,,:,,:,15,0,13,84,0,0,0,0,94,94,0,,,,
20200322,S08000032,NHS Lanarkshire,11,67,,,,,,,0,,2,,0.302133059,,14,,,:,,:,14,0,11,67,0,0,0,0,76,76,0,,,,
20200322,S08000022,NHS Highland,2,15,,,,,,,0,,0,,0,,7,,,:,,:,7,0,2,15,0,0,0,0,36,36,0,,,,
20200322,S08000031,NHS Greater Glasgow and Clyde,18,172,,,,,,,1,,8,,0.674968783,,21,,,:,,:,21,0,18,172,0,0,0,0,168,168,0,,,,
20200322,S08000020,NHS Grampian,0,23,,,,,,,0,,1,,0.170779609,,0,,,:,,:,,,0,23,0,0,,0,14,14,0,,,,
20200322,S08000019,NHS Forth Valley,4,45,,,,,,,0,,3,,0.980616481,,4,,,:,,:,4,0,4,45,0,0,0,0,63,63,0,,,,
20200322,S08000029,NHS Fife,4,28,,,,,,,1,,2,,0.534573544,,4,,,:,,:,4,0,4,28,0,0,0,0,36,36,0,,,,
20200322,S08000017,NHS Dumfries and Galloway,4,25,,,,,,,0,,0,,0,,7,,,:,,:,7,0,4,25,0,0,0,0,63,63,0,,,,
20200322,S08000016,NHS Borders,5,15,,,,,,,0,,0,,0,,5,,,:,,:,5,0,5,15,0,0,0,0,17,17,0,,,,
20200322,S08000015,NHS Ayrshire and Arran,9,41,,,,,,,1,,2,,0.54349303,,9,,,:,,:,9,0,9,41,0,0,0,0,70,70,0,,,,
20200323,S92000003,Scotland,138,727,,,,,,,4,,29,,0.530552506,,164,,95,,12,,164,0,138,727,0,0,0,0,1074,1074,0,,0,0,0
20200323,S08000030,NHS Tayside,11,61,,,,,,,0,,1,,0.240067219,,13,,,:,,:,13,0,11,61,0,0,0,0,87,87,0,,,,
20200323,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,1,1,0,,,,
20200323,S08000024,NHS Lothian,18,102,,,,,,,0,,6,,0.657541453,,19,,,:,,:,19,0,18,102,0,0,0,0,134,134,0,,,,
20200323,S08000032,NHS Lanarkshire,17,84,,,,,,,1,,3,,0.453199589,,20,,,:,,:,20,0,17,84,0,0,0,0,109,109,0,,,,
20200323,S08000022,NHS Highland,7,22,,,,,,,0,,0,,0,,9,,,:,,:,9,0,7,22,0,0,0,0,66,66,0,,,,
20200323,S08000031,NHS Greater Glasgow and Clyde,41,213,,,,,,,0,,8,,0.674968783,,46,,,:,,:,46,0,41,213,0,0,0,0,279,279,0,,,,
20200323,S08000020,NHS Grampian,6,29,,,,,,,0,,1,,0.170779609,,11,,,:,,:,11,0,6,29,0,0,0,0,56,56,0,,,,
20200323,S08000019,NHS Forth Valley,10,55,,,,,,,1,,4,,1.307488641,,13,,,:,,:,13,0,10,55,0,0,0,0,75,75,0,,,,
20200323,S08000029,NHS Fife,10,38,,,,,,,1,,3,,0.801860316,,10,,,:,,:,10,0,10,38,0,0,0,0,50,50,0,,,,
20200323,S08000017,NHS Dumfries and Galloway,5,30,,,,,,,0,,0,,0,,10,,,:,,:,10,0,5,30,0,0,0,0,116,116,0,,,,
20200323,S08000016,NHS Borders,6,21,,,,,,,0,,0,,0,,6,,,:,,:,6,0,6,21,0,0,0,0,31,31,0,,,,
20200323,S08000015,NHS Ayrshire and Arran,7,48,,,,,,,1,,3,,0.815239545,,7,,,:,,:,7,0,7,48,0,0,0,0,69,69,0,,,,
20200324,S92000003,Scotland,167,894,,,,,,,7,,36,,0.658616905,,206,,96,,10,,206,0,167,894,0,0,0,0,1261,1261,0,,0,0,0
20200324,S08000030,NHS Tayside,20,81,,,,,,,0,,1,,0.240067219,,20,,,:,,:,20,0,20,81,0,0,0,0,129,129,0,,,,
20200324,S08000026,NHS Shetland,0,24,,,,,,,0,,0,,0,,0,,,:,,:,,,0,24,0,0,,0,3,3,0,,,,
20200324,S08000024,NHS Lothian,25,127,,,,,,,0,,6,,0.657541453,,30,,,:,,:,30,0,25,127,0,0,0,0,171,171,0,,,,
20200324,S08000032,NHS Lanarkshire,23,107,,,,,,,2,,5,,0.755332648,,35,,,:,,:,35,0,23,107,0,0,0,0,138,138,0,,,,
20200324,S08000022,NHS Highland,4,26,,,,,,,0,,0,,0,,5,,,:,,:,5,0,4,26,0,0,0,0,98,98,0,,,,
20200324,S08000031,NHS Greater Glasgow and Clyde,35,248,,,,,,,2,,10,,0.843710978,,40,,,:,,:,40,0,35,248,0,0,0,0,278,278,0,,,,
20200324,S08000020,NHS Grampian,6,35,,,,,,,0,,1,,0.170779609,,8,,,:,,:,8,0,6,35,0,0,0,0,58,58,0,,,,
20200324,S08000019,NHS Forth Valley,14,69,,,,,,,1,,5,,1.634360801,,16,,,:,,:,16,0,14,69,0,0,0,0,93,93,0,,,,
20200324,S08000029,NHS Fife,3,41,,,,,,,0,,3,,0.801860316,,3,,,:,,:,3,0,3,41,0,0,0,0,32,32,0,,,,
20200324,S08000017,NHS Dumfries and Galloway,7,37,,,,,,,0,,0,,0,,18,,,:,,:,18,0,7,37,0,0,0,0,123,123,0,,,,
20200324,S08000016,NHS Borders,9,30,,,,,,,0,,0,,0,,10,,,:,,:,10,0,9,30,0,0,0,0,26,26,0,,,,
20200324,S08000015,NHS Ayrshire and Arran,21,69,,,,,,,2,,5,,1.358732574,,21,,,:,,:,21,0,21,69,0,0,0,0,108,108,0,,,,
20200325,S92000003,Scotland,188,1082,,,,,,,11,,47,,0.859860959,,251,,125,,13,,251,0,188,1082,0,0,0,0,1374,1374,0,,0,0,0
20200325,S08000030,NHS Tayside,31,112,,,,,,,2,,3,,0.720201656,,31,,,:,,:,31,0,31,112,0,0,0,0,156,156,0,,,,
20200325,S08000026,NHS Shetland,2,26,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,26,0,0,0,0,11,11,0,,,,
20200325,S08000024,NHS Lothian,18,145,,,,,,,3,,9,,0.986312179,,26,,,:,,:,26,0,18,145,0,0,0,0,193,193,0,,,,
20200325,S08000032,NHS Lanarkshire,23,130,,,,,,,0,,5,,0.755332648,,34,,,:,,:,34,0,23,130,0,0,0,0,147,147,0,,,,
20200325,S08000022,NHS Highland,5,31,,,,,,,1,,1,,0.311662407,,16,,,:,,:,16,0,5,31,0,0,0,0,85,85,0,,,,
20200325,S08000031,NHS Greater Glasgow and Clyde,43,291,,,,,,,3,,13,,1.096824272,,51,,,:,,:,51,0,43,291,0,0,0,0,295,295,0,,,,
20200325,S08000020,NHS Grampian,7,42,,,,,,,0,,1,,0.170779609,,11,,,:,,:,11,0,7,42,0,0,0,0,69,69,0,,,,
20200325,S08000019,NHS Forth Valley,17,86,,,,,,,0,,5,,1.634360801,,23,,,:,,:,23,0,17,86,0,0,0,0,91,91,0,,,,
20200325,S08000029,NHS Fife,8,49,,,,,,,0,,3,,0.801860316,,9,,,:,,:,9,0,8,49,0,0,0,0,61,61,0,,,,
20200325,S08000017,NHS Dumfries and Galloway,8,45,,,,,,,1,,1,,0.674354306,,16,,,:,,:,16,0,8,45,0,0,0,0,136,136,0,,,,
20200325,S08000016,NHS Borders,9,39,,,,,,,1,,1,,0.867754252,,10,,,:,,:,10,0,9,39,0,0,0,0,24,24,0,,,,
20200325,S08000015,NHS Ayrshire and Arran,17,86,,,,,,,0,,5,,1.358732574,,22,,,:,,:,22,0,17,86,0,0,0,0,98,98,0,,,,
20200326,S92000003,Scotland,223,1305,,,,,,,12,,59,,1.079399927,,269,,157,,15,,269,0,223,1305,0,0,0,0,1459,1459,0,,0,0,0
20200326,S08000028,NHS Western Isles,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,4,4,0,,,,
20200326,S08000030,NHS Tayside,32,144,,,,,,,2,,5,,1.200336094,,33,,,:,,:,33,0,32,144,0,0,0,0,167,167,0,,,,
20200326,S08000026,NHS Shetland,1,27,,,,,,,0,,0,,0,,2,,,:,,:,2,0,1,27,0,0,0,0,10,10,0,,,,
20200326,S08000024,NHS Lothian,24,169,,,,,,,1,,10,,1.095902421,,31,,,:,,:,31,0,24,169,0,0,0,0,232,232,0,,,,
20200326,S08000032,NHS Lanarkshire,25,155,,,,,,,1,,6,,0.906399178,,32,,,:,,:,32,0,25,155,0,0,0,0,134,134,0,,,,
20200326,S08000022,NHS Highland,3,34,,,,,,,0,,1,,0.311662407,,7,,,:,,:,7,0,3,34,0,0,0,0,74,74,0,,,,
20200326,S08000031,NHS Greater Glasgow and Clyde,62,353,,,,,,,3,,16,,1.349937565,,72,,,:,,:,72,0,62,353,0,0,0,0,281,281,0,,,,
20200326,S08000020,NHS Grampian,14,56,,,,,,,0,,1,,0.170779609,,17,,,:,,:,17,0,14,56,0,0,0,0,94,94,0,,,,
20200326,S08000019,NHS Forth Valley,8,94,,,,,,,1,,6,,1.961232962,,10,,,:,,:,10,0,8,94,0,0,0,0,70,70,0,,,,
20200326,S08000029,NHS Fife,12,61,,,,,,,0,,3,,0.801860316,,12,,,:,,:,12,0,12,61,0,0,0,0,80,80,0,,,,
20200326,S08000017,NHS Dumfries and Galloway,11,56,,,,,,,2,,3,,2.023062917,,21,,,:,,:,21,0,11,56,0,0,0,0,168,168,0,,,,
20200326,S08000016,NHS Borders,10,49,,,,,,,2,,3,,2.603262756,,11,,,:,,:,11,0,10,49,0,0,0,0,38,38,0,,,,
20200326,S08000015,NHS Ayrshire and Arran,20,106,,,,,,,0,,5,,1.358732574,,20,,,:,,:,20,0,20,106,0,0,0,0,105,105,0,,,,
20200327,S92000003,Scotland,274,1579,,,,,,,11,,70,,1.280643981,,322,,150,,16,,322,0,274,1579,0,0,0,0,1445,1445,0,,0,0,0
20200327,S08000028,NHS Western Isles,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,4,4,0,,,,
20200327,S08000030,NHS Tayside,47,191,,,,,,,1,,6,,1.440403313,,48,,,:,,:,48,0,47,191,0,0,0,0,153,153,0,,,,
20200327,S08000026,NHS Shetland,1,28,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,28,0,0,0,0,11,11,0,,,,
20200327,S08000024,NHS Lothian,41,210,,,,,,,1,,11,,1.205492663,,46,,,:,,:,46,0,41,210,0,0,0,0,240,240,0,,,,
20200327,S08000032,NHS Lanarkshire,25,180,,,,,,,1,,7,,1.057465708,,33,,,:,,:,33,0,25,180,0,0,0,0,121,121,0,,,,
20200327,S08000022,NHS Highland,8,42,,,,,,,0,,1,,0.311662407,,10,,,:,,:,10,0,8,42,0,0,0,0,95,95,0,,,,
20200327,S08000031,NHS Greater Glasgow and Clyde,68,421,,,,,,,3,,19,,1.603050859,,80,,,:,,:,80,0,68,421,0,0,0,0,274,274,0,,,,
20200327,S08000020,NHS Grampian,5,61,,,,,,,0,,1,,0.170779609,,8,,,:,,:,8,0,5,61,0,0,0,0,84,84,0,,,,
20200327,S08000019,NHS Forth Valley,15,109,,,,,,,1,,7,,2.288105122,,16,,,:,,:,16,0,15,109,0,0,0,0,78,78,0,,,,
20200327,S08000029,NHS Fife,11,72,,,,,,,2,,5,,1.33643386,,12,,,:,,:,12,0,11,72,0,0,0,0,80,80,0,,,,
20200327,S08000017,NHS Dumfries and Galloway,10,66,,,,,,,1,,4,,2.697417223,,20,,,:,,:,20,0,10,66,0,0,0,0,160,160,0,,,,
20200327,S08000016,NHS Borders,14,63,,,,,,,1,,4,,3.471017008,,15,,,:,,:,15,0,14,63,0,0,0,0,38,38,0,,,,
20200327,S08000015,NHS Ayrshire and Arran,29,135,,,,,,,0,,5,,1.358732574,,33,,,:,,:,33,0,29,135,0,0,0,0,106,106,0,,,,
20200328,S92000003,Scotland,204,1783,,,,,,,29,,99,,1.811196487,,259,,160,,17,,259,0,204,1783,0,0,0,0,1204,1204,0,,0,0,0
20200328,S08000028,NHS Western Isles,0,1,,,,,,,0,,0,,0,,0,,,:,,:,,,0,1,0,0,,0,1,1,0,,,,
20200328,S08000030,NHS Tayside,16,207,,,,,,,0,,6,,1.440403313,,18,,,:,,:,18,0,16,207,0,0,0,0,114,114,0,,,,
20200328,S08000026,NHS Shetland,2,30,,,,,,,0,,0,,0,,3,,,:,,:,3,0,2,30,0,0,0,0,5,5,0,,,,
20200328,S08000025,NHS Orkney,1,1,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,1,0,0,0,0,1,1,0,,,,
20200328,S08000024,NHS Lothian,28,238,,,,,,,6,,17,,1.863034115,,36,,,:,,:,36,0,28,238,0,0,0,0,190,190,0,,,,
20200328,S08000032,NHS Lanarkshire,22,202,,,,,,,5,,12,,1.812798356,,38,,,:,,:,38,0,22,202,0,0,0,0,117,117,0,,,,
20200328,S08000022,NHS Highland,4,46,,,,,,,1,,2,,0.623324815,,7,,,:,,:,7,0,4,46,0,0,0,0,83,83,0,,,,
20200328,S08000031,NHS Greater Glasgow and Clyde,54,475,,,,,,,9,,28,,2.362390739,,62,,,:,,:,62,0,54,475,0,0,0,0,233,233,0,,,,
20200328,S08000020,NHS Grampian,8,69,,,,,,,2,,3,,0.512338827,,9,,,:,,:,9,0,8,69,0,0,0,0,59,59,0,,,,
20200328,S08000019,NHS Forth Valley,20,129,,,,,,,2,,9,,2.941849443,,29,,,:,,:,29,0,20,129,0,0,0,0,96,96,0,,,,
20200328,S08000029,NHS Fife,11,83,,,,,,,2,,7,,1.871007404,,12,,,:,,:,12,0,11,83,0,0,0,0,44,44,0,,,,
20200328,S08000017,NHS Dumfries and Galloway,11,77,,,,,,,0,,4,,2.697417223,,13,,,:,,:,13,0,11,77,0,0,0,0,115,115,0,,,,
20200328,S08000016,NHS Borders,9,72,,,,,,,1,,5,,4.33877126,,9,,,:,,:,9,0,9,72,0,0,0,0,21,21,0,,,,
20200328,S08000015,NHS Ayrshire and Arran,18,153,,,,,,,1,,6,,1.630479089,,22,,,:,,:,22,0,18,153,0,0,0,0,125,125,0,,,,
20200329,S92000003,Scotland,197,1980,,,,,,,20,,119,,2.177094768,,262,,139,,28,,262,0,197,1980,0,0,0,0,948,948,0,,0,0,0
20200329,S08000028,NHS Western Isles,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,2,2,0,,,,
20200329,S08000030,NHS Tayside,11,218,,,,,,,0,,6,,1.440403313,,13,,,:,,:,13,0,11,218,0,0,0,0,40,40,0,,,,
20200329,S08000026,NHS Shetland,0,30,,,,,,,0,,0,,0,,0,,,:,,:,,,0,30,0,0,,0,2,2,0,,,,
20200329,S08000025,NHS Orkney,1,2,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,2,0,0,0,0,1,1,0,,,,
20200329,S08000024,NHS Lothian,19,257,,,,,,,2,,19,,2.0822146,,25,,,:,,:,25,0,19,257,0,0,0,0,113,113,0,,,,
20200329,S08000032,NHS Lanarkshire,26,228,,,,,,,1,,13,,1.963864886,,41,,,:,,:,41,0,26,228,0,0,0,0,108,108,0,,,,
20200329,S08000022,NHS Highland,5,51,,,,,,,0,,2,,0.623324815,,9,,,:,,:,9,0,5,51,0,0,0,0,67,67,0,,,,
20200329,S08000031,NHS Greater Glasgow and Clyde,56,531,,,,,,,12,,40,,3.374843913,,71,,,:,,:,71,0,56,531,0,0,0,0,244,244,0,,,,
20200329,S08000020,NHS Grampian,14,83,,,,,,,0,,3,,0.512338827,,16,,,:,,:,16,0,14,83,0,0,0,0,68,68,0,,,,
20200329,S08000019,NHS Forth Valley,19,148,,,,,,,1,,10,,3.268721603,,29,,,:,,:,29,0,19,148,0,0,0,0,84,84,0,,,,
20200329,S08000029,NHS Fife,12,95,,,,,,,0,,7,,1.871007404,,12,,,:,,:,12,0,12,95,0,0,0,0,49,49,0,,,,
20200329,S08000017,NHS Dumfries and Galloway,10,87,,,,,,,2,,6,,4.046125835,,20,,,:,,:,20,0,10,87,0,0,0,0,81,81,0,,,,
20200329,S08000016,NHS Borders,5,77,,,,,,,1,,6,,5.206525512,,6,,,:,,:,6,0,5,77,0,0,0,0,17,17,0,,,,
20200329,S08000015,NHS Ayrshire and Arran,18,171,,,,,,,1,,7,,1.902225604,,18,,,:,,:,18,0,18,171,0,0,0,0,72,72,0,,,,
20200330,S92000003,Scotland,317,2297,,,,,,,30,,149,,2.725942188,,383,,190,,22,,383,0,317,2297,0,0,0,0,1632,1632,0,,0,0,0
20200330,S08000028,NHS Western Isles,1,3,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,3,0,0,0,0,5,5,0,,,,
20200330,S08000030,NHS Tayside,31,249,,,,,,,3,,9,,2.160604969,,34,,,:,,:,34,0,31,249,0,0,0,0,196,196,0,,,,
20200330,S08000026,NHS Shetland,2,32,,,,,,,0,,0,,0,,2,,,:,,:,2,0,2,32,0,0,0,0,10,10,0,,,,
20200330,S08000025,NHS Orkney,0,2,,,,,,,0,,0,,0,,0,,,:,,:,,,0,2,0,0,,0,1,1,0,,,,
20200330,S08000024,NHS Lothian,49,306,,,,,,,6,,25,,2.739756052,,61,,,:,,:,61,0,49,306,0,0,0,0,263,263,0,,,,
20200330,S08000032,NHS Lanarkshire,48,276,,,,,,,6,,19,,2.870264064,,58,,,:,,:,58,0,48,276,0,0,0,0,167,167,0,,,,
20200330,S08000022,NHS Highland,8,59,,,,,,,1,,3,,0.934987222,,16,,,:,,:,16,0,8,59,0,0,0,0,69,69,0,,,,
20200330,S08000031,NHS Greater Glasgow and Clyde,74,605,,,,,,,8,,48,,4.049812696,,82,,,:,,:,82,0,74,605,0,0,0,0,333,333,0,,,,
20200330,S08000020,NHS Grampian,20,103,,,,,,,0,,3,,0.512338827,,20,,,:,,:,20,0,20,103,0,0,0,0,118,118,0,,,,
20200330,S08000019,NHS Forth Valley,23,171,,,,,,,0,,10,,3.268721603,,27,,,:,,:,27,0,23,171,0,0,0,0,94,94,0,,,,
20200330,S08000029,NHS Fife,18,113,,,,,,,1,,8,,2.138294176,,20,,,:,,:,20,0,18,113,0,0,0,0,96,96,0,,,,
20200330,S08000017,NHS Dumfries and Galloway,11,98,,,,,,,2,,8,,5.394834446,,22,,,:,,:,22,0,11,98,0,0,0,0,132,132,0,,,,
20200330,S08000016,NHS Borders,8,85,,,,,,,1,,7,,6.074279764,,13,,,:,,:,13,0,8,85,0,0,0,0,43,43,0,,,,
20200330,S08000015,NHS Ayrshire and Arran,24,195,,,,,,,2,,9,,2.445718634,,27,,,:,,:,27,0,24,195,0,0,0,0,105,105,0,,,,
20200331,S92000003,Scotland,341,2638,,,,,,,38,,187,,3.421148921,,399,,185,,18,,399,0,341,2638,0,0,0,0,1800,1800,0,,0,0,0
20200331,S08000028,NHS Western Isles,0,3,,,,,,,0,,0,,0,,0,,,:,,:,,,0,3,0,0,,0,4,4,0,,,,
20200331,S08000030,NHS Tayside,55,304,,,,,,,1,,10,,2.400672188,,59,,,:,,:,59,0,55,304,0,0,0,0,290,290,0,,,,
20200331,S08000026,NHS Shetland,4,36,,,,,,,0,,0,,0,,4,,,:,,:,4,0,4,36,0,0,0,0,21,21,0,,,,
20200331,S08000025,NHS Orkney,1,3,,,,,,,0,,0,,0,,1,,,:,,:,1,0,1,3,0,0,0,0,11,11,0,,,,
20200331,S08000024,NHS Lothian,53,359,,,,,,,4,,29,,3.17811702,,68,,,:,,:,68,0,53,359,0,0,0,0,314,314,0,,,,
20200331,S08000032,NHS Lanarkshire,34,310,,,,,,,6,,25,,3.776663242,,46,,,:,,:,46,0,34,310,0,0,0,0,153,153,0,,,,
20200331,S08000022,NHS Highland,7,66,,,,,,,2,,5,,1.558312036,,10,,,:,,:,10,0,7,66,0,0,0,0,47,47,0,,,,
20200331,S08000031,NHS Greater Glasgow and Clyde,74,679,,,,,,,16,,64,,5.399750262,,85,,,:,,:,85,0,74,679,0,0,0,0,285,285,0,,,,
20200331,S08000020,NHS Grampian,26,129,,,,,,,0,,3,,0.512338827,,26,,,:,,:,26,0,26,129,0,0,0,0,133,133,0,,,,
20200331,S08000019,NHS Forth Valley,17,188,,,,,,,1,,11,,3.595593763,,22,,,:,,:,22,0,17,188,0,0,0,0,90,90,0,,,,
20200331,S08000029,NHS Fife,28,141,,,,,,,0,,8,,2.138294176,,28,,,:,,:,28,0,28,141,0,0,0,0,130,130,0,,,,
20200331,S08000017,NHS Dumfries and Galloway,7,105,,,,,,,2,,10,,6.743543058,,13,,,:,,:,13,0,7,105,0,0,0,0,161,161,0,,,,
20200331,S08000016,NHS Borders,12,97,,,,,,,2,,9,,7.809788268,,13,,,:,,:,13,0,12,97,0,0,0,0,35,35,0,,,,
20200331,S08000015,NHS Ayrshire and Arran,23,218,,,,,,,4,,13,,3.532704693,,24,,,:,,:,24,0,23,218,0,0,0,0,126,126,0,,,,
